"id","nama_obat","khasiat","efek_samping","deskripsi","foto_obat"
"184","Mentimun","Hipertensi, Sariawan, Demam, Jerawat, Pelangsing Tubuh, Diare, Antikanker, Sakit Tenggorokan, dan Penyegar Mulut.","Bagi pasien yang memiliki hipertensi harus waspada karena ada interaksi positif dengan pengobatan hipertensi. Selain itu, seseorang dengan riwayat alergi sebaiknya konsultasi sebelum mengonsumsinya Konsumsi mentimun dapat menyebabkan alergi, terutama di sekitar rongga mulut yang menimbulkan gatal dan pembengkakan serta dapat menyebabkan gangguan pencernaan pada beberapa orang.","Herba setengah merambat dan merupakan tanaman semUsim. Perbungaannya hermaprodit. Buah berwarna hijau ketika muda dengan larik- larik putih kekuningan. Warna luar buah berubah menjadi hijau pucat sampai putih saat masak. Bentuk buah memanjang seperti torpedo. Daging buahnya berwarna kuning pucat sampai jingga terang dan berbiji banyak.","https://storage.googleapis.com/herbitionalbucket/foto_obat/mentimun.jpg"
"185","Merambung","Sariawan dan Demam.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi efek samping dari konsumsi akar undnew dan kulit kayu merambung. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Pohon tumbuh tegak dengan tinggi hingga 30 m dan berdiameter batang 80-100 cm. Daun seperti sembung berwarna hijau muda, tulang daun muda agak kemerahan, dan berbulu halus. Bunga berwarna putih keabuan, berjumlah banyak, dan mengumpul di ujung tangkai.","https://storage.googleapis.com/herbitionalbucket/foto_obat/merambung.jpg"
"186","Mikania","Gatal-gatal dan Luka.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari penggunaan bahan obat dari mikania.","Tumbuhan perdu yang membelit atau merambat dengan batang sukulen dan sering bercabang banyak, dapat mencapai tinggi 6 m. Daunnya yang berbentuk hati tersusun berhadapan dan bertangkai agak panjang. Bunganya kecil-kecil berwarna pink keputihan, berkelompok di ujung percabangan atau di ketiak daun.","https://storage.googleapis.com/herbitionalbucket/foto_obat/mikania.jpg"
"187","Milkwood","Kulit Melepuh.","Meskipun belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari pemakaian getah, tetapi karena getahnya memiliki sifat racun perlu kewaspadaan cukup tinggi dalam penggunaannya.

","Pohon dapat mencapai tinggi 15m dan diameter batang 5-30 cm. Daun berbentuk elips atau bulat telur sungsang dengan panjang 5-30 cm, tangkai daun 8-45 mm. Bunga harum dan mekar sepanjang malam, kelopak berwarna hijau pucat. Buah terdini atas 1-2 merikarp, bentuknya bervariasi, berwarna oranye atau merah, terdiri atas 10–20 biji dengan aril putih.","https://storage.googleapis.com/herbitionalbucket/foto_obat/milkwood.jpg"
"188","Mimba","Malaria, Kencing Manis, Diare, Membasmi Ketombe, Jerawat, dan Komedo.","Sejauh ini belum ditemukan adanya kontraindikasi dari penggunaan tanaman mimba sebagai obat. Hal ini karena informasi tentang pemanfaatan tanaman mimba sebagai obat juga masih sangat terbatas, khususnya terkait kontraindikasi yang spesifik.

Namun, minyak mimba tidak disarankan dikonsumsi oleh anak- anak. Selain itu, ibu hamil dan menyusui sebaiknya tidak mengonsumsi ekstrak tanaman mimba. Mengonsumsi biji tanaman mimba dalam jumlah banyak dapat menimbulkan keracunan. Oleh karena itu, diperlukan dosis yang tepat dan benar jika akan mengonsumsi bijinya.","Pohon yang tingi batangnya dapat mencapai 20 m. Kulit batang tebal, dan agak kasar. Daun majemuk tersusun spiralis, mengumpul di ujung tangkai, jumlah helaian 8-16 lembar, tepi daun bergerigi, bergigi atau beringgit. Buahnya merupakan buah batu dengan panjang 1 cm, berbentuk oval, bila masak daging buahnya berwarna kuning, biji ditutupi kulit keras berwarna cokelat dan di dalamnya melekat kulit buah berwarna putih.","https://storage.googleapis.com/herbitionalbucket/foto_obat/mimba.jpg"
"189","Mindi Kecil","Cacingan, Penyakit Kulit, dan Hipertensi.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi tanaman mindi kecil. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Tinggi pohon mencapai 45 m dengan diameter batang sampai 60 cm. Tajuk menyerupai payung, percabangan melebar, kadang menggugurkan daun. Batang silindris, tegak, tidak berbanir, kulit batang abu-abu cokelat, beralur membentuk garis-garis dan bersisik. Daun majemuk ganda, anak daun bundar telur atau lonjong, pinggir helai daun bergerigi. Bunga majemuk berbentuk malai terdapat pada ketiak daun, panjang malai 10- 22 cm, warna keunguan. Buah bulat atau jorong, ukuran 2-4 cm x 1-2 cm, kulit luar tipis, licin, berkulit kering keriput, kulit dalam keras, buah muda hijau, buah masak kuning, dalam satu buah umumnya terdapat 4-5 biji. Biji berukuran kecil 3,5 x 1,6 mm, lonjong, licin, warna cokelat, biji kering warna hitam.","https://storage.googleapis.com/herbitionalbucket/foto_obat/mindi-kecil.jpg"
"190","Murbei","Rematik, Kesemutan, Radang Kulit, Bisul, Digigit Ular, dan Hipertensi.","Bagi penderita diabetes yang sedang mengonsumsi obat sebaiknya menghindari konsumsi murbei putih karena dapat menurunkan gula darah. Meskipun belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi ranting dan daun murbei.

Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Tanaman berbentuk pohon atau semak dengan tinggi 5-9 m. Batang bulat, saat muda berwarna ungu dan setelah tua berwarna cokelat. Daun tunggal berbentuk bulat telur, panjang 20 cm dan lebar 11 cm, tepi bergerigi, ujungnya runcing. Bunga majemuk berbentuk tandan, mahkota berbentuk tajuk kecil putih. Buah buni, muda berwarna hijau,matang berwarna hitam dan manis Biji kecil berwarna hitam.","https://storage.googleapis.com/herbitionalbucket/foto_obat/murbei.jpg"
"191","Nagasari","Luka, Bisul, Kudis, dan Melemaskan Rambut. ","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi efek samping dari penggunaan minyak dari bunga atau buah nagasari.","Tanaman berbentuk pohon yan tingginya mencapai 20 m dan diameter batang 20 cm. Batang tegak berkayu keras berwarna cokelat tua, liat, dan lentur. Daun tunggal, berseling berhadapan, berbentuk lanset. Bunga tunggal di ujung batang dan ketiak daun, empat mahkota berwarna putih harum. Buah berbentuk bulat panjang, 3-5 cm berwarna putih kotor. Biji keras berbentuk bulat telur dan berwarna hitam.","https://storage.googleapis.com/herbitionalbucket/foto_obat/nagasari.jpg"
"192","Nanas","Antiradang, Membantu pencernaan di lambung, Menghambat Pertumbuhan Sel Kanker, Peluruh BAB, dan Sembelit.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi nanas. Namun, sebaiknya beberapa hal ini perlu diperhatikan sebagai sikap kewaspadaan.

1. Bagi yang sedang hamil dan menyusui: jangan mengonsumsi buah nanas.

2. Bagi anak-anak: sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter","Herba berbatang semu dengan tinggi 30-50 cm mempunyai batang dalam bentuk roset dengan pangkal yang melebar dan menjadi pelepah. Daun tunggal bentuk pedang, ujung lancip tepi berduri kecil dan tajam. Bunga majemuk, bentuk malai terdapat di ujung batang berwarna ungu kemerahan. Buah berbentuk silinder, permukaan seperti sisik atau genting kecil yang tersusun rapi, warna hijau kekuningan sampai jingga. Daging buah berwarna putih kekuningan mengandung banyak cairan yang rasanya manis, asam, harum, dan tidak berbiji.","https://storage.googleapis.com/herbitionalbucket/foto_obat/nanas.jpg"
"193","Nanas Kerang","Batuk, Luka, dan Terkilir.","Meskipun belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi daun nanas kerang, namun sebaiknya beberapa hal ini perlu diperhatikan sebagai sikap kewaspadaan.

1. Bagi yang sedang hamil dan menyusui: disarankan tidak mengonsumsinya.

2. Bagi anak-anak: sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter","Herba dengan tinggi pohon 40-60 cm. Batangnya pendek dan kasar serta tidak mempunyai percabangan. Daunnya merupakan daun tunggal, berbentuk lonjong, permukaan atas berwarna hijau dan permukaan bawah berwarna merah keunguan. Bunganya merupakan bunga majemuk, berbentuk mangkok, muncul di ketiak daun, terbungkus kelopak seperti kerang, mahkota bunga berbentuk segitiga, terdiri atas tiga lembaran berwarna putih.","https://storage.googleapis.com/herbitionalbucket/foto_obat/nanas-kerang1.jpg"
"194","Nangka","Jerawat, Komedo, Penghalus Kulit, dan Kutil.","Belum ditemukan kontraindikasi dari konsumsi buah nangka atau bagian dari tanaman nangka, tetapi hasil penelitian pernah menunjukkan adanya efek peningkatan koagulasi. Sebaiknya seseorang yang menderita diabetes berkonsultasi terlebih dahulu sebelum mengonsumsinya.

Biji nangka dapat memberikan efek immunostimulative, hati-hati pada seseorang yang sedang melakukan terapi imunosupresi atau seseorang yang memiliki jaringan yang dicangkok atau transplantasi di dalam tubuhnya.

Selain itu, biji nangka juga dapat menghambat libido, gairah seksual dan kinerja seksual (menginduksi disfungsi ereksi ringan) pada laki-laki, meskipun biji nangka tidak dapat mempengaruhi ejakulasi kompetensi atau kesuburan.","Pohon dengan tinggi batang dapat mencapai 30 m, permukaan batang kasar, bergetah putih, kayu bagian dalam berwarna kekuningan. Daun berbentuk bulat telur sungsang atau menjorong, berwarna hijau tua cerah di permukaan atas dan hijau pucat di permukaan bawah, meruncing ke ujung dan ke pangkal daun lebih kecil/kurus seperti segitiga dan kaku. Karangan bunga jantan terdapat di ranting sebelah atas, karangan bunga betina terdapat di ketiak cabang dan anak cabang bawah. Buah berukuran besar 30-100 cm x 25-50 cm, bulat atau melonjong. Kulit buah berduri pendek, biji bulat panjang, terdapat di dalam daging buah yang sedikit bergetah dan berlendir, warna daging buah kuning, dan beraroma.","https://storage.googleapis.com/herbitionalbucket/foto_obat/nangka.jpg"
"195","Nusa Indah Putih","Demam, Influenza, Batuk, Radang Amandel, Radang Tenggorokan, Koreng, Luka, dan Bisul.","Hingga kini belum ditemukan informasi adanya kontraindikasi konsumsi nusa indah. Namun, sebaiknya ibu hamil dan menyusui berkonsultasi terlebih dahulu dengan herbalis sebelum mengonsumsinya.

","Tanaman perdu dengan tinggi 2-5 meter dan bercabang banyak. Daun tunggal, bertangkai dengan daun penumpu, bulat telur dengan ujung dan pangkal daun meruncing, tepi rata, meruncing, letak berhadapan berseling, berambut halus. Berbunga majemuk, muncul di ujung tangkai, karangan bunga berbentuk payung, bunga kecil berbentuk terompet, warna kuning.","https://storage.googleapis.com/herbitionalbucket/foto_obat/nusa-indah.png"
"196","Pacar Air","Peluruh Haid, Keputihan, dan Luka Bakar.","Ibu hamil tidak dianjurkan untuk mengonsumsi ramuan berbahan pacar air untuk menghindari keguguran dan pemakaian yang terlalu lama akan membuat mulut terasa kering, nafsu makn berkurang, dan perut mual. Namun, bila pemakaian dihentikan selama tiga hari, efek tersebut akan hilang dengan sendirinya","Herba berbatang basah yang tingginya mencapai 20-75 cm dan bercabang- cabang. Duduk daun spiral, daun tunggal berbentuk lanset memanjang dengan ukuran panjang 2,5-9 cm dan lebar 1- 2,5 cm, tepi bergerigi, warna daun hijau muda dan tidak mempunyai daun penumpu. Bunga berwarna cerah dan bervariasi seperti merah, merah jambu, jingga, ungu, dan putih. Buahnya adalah buah kendaga, bila masak akan membuka menjadi lima bagian yang terpilin.","https://storage.googleapis.com/herbitionalbucket/foto_obat/pacar-air2.jpg"
"197","Paku Simpai","Menghentikan Pendarahan dan Rematik.","Secara umum tidak ada efek samping atau interaksi obat yang terkait dengan meminum ekstrak Cibotium dalam bentuk teh. Namun, penderita yang mengalami dehidrasi atau memiliki gangguan mulut kering, urin yang berwarna kuning/cokelat/gelap, atau ada mengalami rasa pahit di mulut sebaiknya tidak mengonsumsi teh jenis ini. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Tumbuhan paku-pakuan, melata sampai tegak, tinggi sampai 5o cm, diameter batang sampai 30 cm, bagian muda pada pucuk ditutupi bulu-bulu mengilap kuning-cokelat keemasan dengan panjang sampai lebih dari 4 cm, tumbuhan muda seluruhnya berbulu lembut. Daun bertangkai kokoh, berwarna ungu-kehitaman-kecokelatan, pangkal berbulu, helaian majemuk bersirip ganda, membundar telur sampai menjorong, bagian bawah pucat hijau kebiruan, bagian atas hijau gelap, bagian bawah urat-urat daun pucat, bulu-bulu kusut, lembut, merapat, rakis cokelat, ditutupi bulu-bulu lebat pucat sampai warna karat.","https://storage.googleapis.com/herbitionalbucket/foto_obat/paku-simpai2.jpg"
"198","Pala","Kejang, Kembung, Sariawan, dan Obat Penenang.","Penderita penyakit ginjal, sebaiknya konsumsi pala tidak lebih dari 15 g sehari. Dalam dosis rendah, pala tidak menghasilkan respon fisiologis atau neurologis yang nyata, tetapi dosis besar menyebabkan gejala dan bahaya. Pala berisi myristicin, inhibitor oksidase monoamina lemah.

Keracunan myristicin dapat menyebabkan kejang-kejang, jantung berdebar, mual, akhirnya dehidrasi, dan nyeri tubuh umum. Hal ini juga dikenal sebagai deliriant kuat. Keracunan myristicin yang fatal pada manusia sangat jarang terjadi, tetapi telah dilaporkan sebanyak dua kasus, yang terjadi seorang anak berusia delapan tahun dan orang dewasa berusia 55 tahun, kasus yang terakhir disebabkan akibat kombinasi dengan flunitrazepam.

Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Tanaman berbentuk pohon yang tingginya mencapai 20 m, diameter batang 30- 45 cm. Batang bulat tegak dan bergetah merah muda. Daun tunggal, lonjong panjang 8-10 cm, permukaan daun hijau mengilap. Bunga majemuk berbentuk malai di ketiak daun, berwarna kuning. Buah bulat bundar menggantung, terbagi memanjang menjadi dua alur. Daging buah tebal, keras, banyak getah encer dan sepat, biji hitam kecokelatan, melonjong beraril kuning hingga merah.","https://storage.googleapis.com/herbitionalbucket/foto_obat/pala1.jpg"
"199","Pala Hutan","Rematik.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi efek samping dari penggunaan undne maupun kulit batang pala hutan.","Pohon berkayu, tingginya dapat mencapai 25 m, bergetah merah. Daun tunggal berbentuk bundar telur-melanset, panjangnya 10-25 cm. Perbungaan di ketiak daun. Buah berbentuk bulat lonjong dengan kulit berwarna kuning kecokelatan. Biji berwarna hitam diselimuti aril berwarna merah menyala.","https://storage.googleapis.com/herbitionalbucket/foto_obat/pala-hutan.jpg"
"200","Pala Laki-laki","Diare, Sakit Kepala, dan Aprosidiak.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi pala laki-laki. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Pohon dapat mencapai tinggi 2o m. Batang mengeluarkan cairan warna merah darah pada waktu dilukai, ranting memiliki bulu-bulu yang panjangnya o,2- 0,4 mm, berlenti sel. Daun melanset hingga lonjong panjang 25-35 cm, warna kuning pucat hingga keputihan, dasar membulat, ujung lancip, permukaan atas cokelat, permukaan bawah cokelat muda atau keabu-abuan dengan bulu 0,2-0,3 mm. Bunga berwarna kuning terang, berupa gentong. Buah berbentuk bulat telur atau lonjong, berbulu warna kecokelatan, berukuran panjang 5–7 cm.","https://storage.googleapis.com/herbitionalbucket/foto_obat/pala-laki-laki1.jpg"
"201","Pandan Wangi","Rematik, Pegal Linu, Lemah Saraf, dan Obat Penenang.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi daun pandan. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Tanaman ini mempunyai daun yang selalu hijau sepanjang tahun. Batangnya bulat, dapat tunggal atau bercabang- cabang, dan mempunyai akar udara atau akar tunjang yang muncul pada pangkal batang. Helaian daun berbentuk pita, memanjang, tepi daun rata; ujung daun meruncing. Daun berwarna hijau dan tersusun spiral. Bunga majemuk berbentuk bongkol. Buahnya berbentuk buah batu, menggantung, dan berwarna jingga.","https://storage.googleapis.com/herbitionalbucket/foto_obat/pandan-1.png"
"202","Pare","Penambah Nafsu Makan, Penyakit Kuning, Memperlancar Pencernaan, Malaria, Mencret pada Bayi, Membersihkan Darah Bagi Wanita yang Melahirkan, Demam, Cacing Kremi, dan Batuk.","Pare dapat mengiritasi saluran pencernaan, terutama jika terlalu banyak mengonsumsi jus pare sehingga mengalami ketidaknyamanan pada perut, sakit perut atau diare. Selain itu, efek samping konsumsi pare adalah hipoglikemia. Pengaruh utama dari pare adalah mengurangi kadar gula darah.

Efek samping tersebut mungkin menjadi masalah bagi orang yang memakai obat diabetes atau dengan kadar gula darah normal atau rendah. Berkurangnya gula darah atau hipoglikemia dapat menyebabkan pusing, sakit kepala, lekas marah, lapar, berkeringat, kegoyahan, kebingungan dan kecemasan. Jika setelah mengonsumsi pare terdapat gejala tersebut sebaiknya segera periksakan diri ke tenaga medis.

Rasanya yang agak pahit tidak baik dikonsumsi oleh wanita yang sedang hamil karena dapat memicu keguguran, tetapi untuk pengobatan luar sejauh ini aman. Bijinya sebaiknya tidak dikonsumsi oleh anak-anak karena beracun.","Tumbuhan merambat dengan sulur- sulurnya yang mengait pada batang tumbuhan lain atau tonggak. Daun tunggal, bertangkai dan letaknya berseling, berbentuk bulat panjang, panjang 3-10 cm dan lebar 2-4 cm, berbagi menjari 5-7, pangkalnya berbentuk jantung, serta warnanya hijau tua. Bunga tunggal, bertangkai panjang, mahkotanya berwarna kuning. Buah bulat memanjang, dengan 8-10 rusuk memanjang, berbintil-bintil tidak beraturan, panjangnya 8-30 cm, warna buah hijau, bila masak menjadi oranye yang pecah dengan tiga bagian. Berbiji banyak, pipih melanset.","https://storage.googleapis.com/herbitionalbucket/foto_obat/pare1.jpg"
